municipio_codigo;municipio_nombre;sexo;lugar_nacimiento;poblacion_empadronada
059;Fuente el Saz de Jarama;Mujer;África;85
059;Fuente el Saz de Jarama;Mujer;América del Central y del Caribe;80
059;Fuente el Saz de Jarama;Mujer;América del Norte;11
059;Fuente el Saz de Jarama;Mujer;América del Sur;208
059;Fuente el Saz de Jarama;Mujer;Apátridas;0
059;Fuente el Saz de Jarama;Mujer;Asia;23
059;Fuente el Saz de Jarama;Mujer;Oceanía;2
059;Fuente el Saz de Jarama;Mujer;Otros países de América;0
059;Fuente el Saz de Jarama;Mujer;Resto de Europa;9
059;Fuente el Saz de Jarama;Mujer;Unión Europea ;2748
060;Fuentidueña de Tajo;Hombre;África;7
060;Fuentidueña de Tajo;Hombre;América del Central y del Caribe;7
060;Fuentidueña de Tajo;Hombre;América del Norte;2
060;Fuentidueña de Tajo;Hombre;América del Sur;32
060;Fuentidueña de Tajo;Hombre;Apátridas;0
060;Fuentidueña de Tajo;Hombre;Asia;3
060;Fuentidueña de Tajo;Hombre;Oceanía;0
060;Fuentidueña de Tajo;Hombre;Otros países de América;0
060;Fuentidueña de Tajo;Hombre;Resto de Europa;3
060;Fuentidueña de Tajo;Hombre;Unión Europea ;949
060;Fuentidueña de Tajo;Mujer;África;6
060;Fuentidueña de Tajo;Mujer;América del Central y del Caribe;13
060;Fuentidueña de Tajo;Mujer;América del Norte;1
060;Fuentidueña de Tajo;Mujer;América del Sur;44
060;Fuentidueña de Tajo;Mujer;Apátridas;0
060;Fuentidueña de Tajo;Mujer;Asia;3
060;Fuentidueña de Tajo;Mujer;Oceanía;0
060;Fuentidueña de Tajo;Mujer;Otros países de América;0
060;Fuentidueña de Tajo;Mujer;Resto de Europa;3
060;Fuentidueña de Tajo;Mujer;Unión Europea ;907
061;Galapagar;Hombre;África;660
061;Galapagar;Hombre;América del Central y del Caribe;152
061;Galapagar;Hombre;América del Norte;53
061;Galapagar;Hombre;América del Sur;1420
061;Galapagar;Hombre;Apátridas;0
061;Galapagar;Hombre;Asia;84
061;Galapagar;Hombre;Oceanía;5
061;Galapagar;Hombre;Otros países de América;0
061;Galapagar;Hombre;Resto de Europa;122
061;Galapagar;Hombre;Unión Europea ;13652
061;Galapagar;Mujer;África;546
061;Galapagar;Mujer;América del Central y del Caribe;331
061;Galapagar;Mujer;América del Norte;118
061;Galapagar;Mujer;América del Sur;1868
061;Galapagar;Mujer;Apátridas;0
061;Galapagar;Mujer;Asia;105
061;Galapagar;Mujer;Oceanía;2
061;Galapagar;Mujer;Otros países de América;0
061;Galapagar;Mujer;Resto de Europa;172
061;Galapagar;Mujer;Unión Europea ;13613
062;Garganta de los Montes;Hombre;África;2
062;Garganta de los Montes;Hombre;América del Central y del Caribe;0
062;Garganta de los Montes;Hombre;América del Norte;0
062;Garganta de los Montes;Hombre;América del Sur;3
062;Garganta de los Montes;Hombre;Apátridas;0
062;Garganta de los Montes;Hombre;Asia;0
062;Garganta de los Montes;Hombre;Oceanía;0
062;Garganta de los Montes;Hombre;Otros países de América;0
062;Garganta de los Montes;Hombre;Resto de Europa;1
062;Garganta de los Montes;Hombre;Unión Europea ;175
062;Garganta de los Montes;Mujer;África;3
062;Garganta de los Montes;Mujer;América del Central y del Caribe;0
062;Garganta de los Montes;Mujer;América del Norte;0
062;Garganta de los Montes;Mujer;América del Sur;3
062;Garganta de los Montes;Mujer;Apátridas;0
062;Garganta de los Montes;Mujer;Asia;0
062;Garganta de los Montes;Mujer;Oceanía;0
062;Garganta de los Montes;Mujer;Otros países de América;0
062;Garganta de los Montes;Mujer;Resto de Europa;0
062;Garganta de los Montes;Mujer;Unión Europea ;144
063;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;África;4
063;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;América del Central y del Caribe;1
063;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;América del Norte;0
063;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;América del Sur;5
063;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;Apátridas;0
063;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;Asia;0
063;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;Oceanía;0
063;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;Otros países de América;0
063;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;Resto de Europa;0
063;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;Unión Europea ;166
063;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;África;2
063;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;América del Central y del Caribe;0
063;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;América del Norte;0
063;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;América del Sur;11
063;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;Apátridas;0
063;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;Asia;0
063;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;Oceanía;0
063;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;Otros países de América;0
063;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;Resto de Europa;1
063;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;Unión Europea ;125
064;Gascones;Hombre;África;1
064;Gascones;Hombre;América del Central y del Caribe;0
064;Gascones;Hombre;América del Norte;0
064;Gascones;Hombre;América del Sur;1
064;Gascones;Hombre;Apátridas;0
064;Gascones;Hombre;Asia;0
064;Gascones;Hombre;Oceanía;0
064;Gascones;Hombre;Otros países de América;0
064;Gascones;Hombre;Resto de Europa;0
064;Gascones;Hombre;Unión Europea ;103
064;Gascones;Mujer;África;1
064;Gascones;Mujer;América del Central y del Caribe;0
064;Gascones;Mujer;América del Norte;0
064;Gascones;Mujer;América del Sur;3
064;Gascones;Mujer;Apátridas;0
064;Gascones;Mujer;Asia;0
064;Gascones;Mujer;Oceanía;0
064;Gascones;Mujer;Otros países de América;0
064;Gascones;Mujer;Resto de Europa;0
064;Gascones;Mujer;Unión Europea ;67
065;Getafe;Hombre;África;2227
065;Getafe;Hombre;América del Central y del Caribe;731
065;Getafe;Hombre;América del Norte;117
065;Getafe;Hombre;América del Sur;4423
065;Getafe;Hombre;Apátridas;0
065;Getafe;Hombre;Asia;1133
065;Getafe;Hombre;Oceanía;24
065;Getafe;Hombre;Otros países de América;0
065;Getafe;Hombre;Resto de Europa;774
065;Getafe;Hombre;Unión Europea ;77862
065;Getafe;Mujer;África;1743
065;Getafe;Mujer;América del Central y del Caribe;1063
065;Getafe;Mujer;América del Norte;169
065;Getafe;Mujer;América del Sur;5371
065;Getafe;Mujer;Apátridas;0
065;Getafe;Mujer;Asia;1200
065;Getafe;Mujer;Oceanía;11
065;Getafe;Mujer;Otros países de América;0
065;Getafe;Mujer;Resto de Europa;965
065;Getafe;Mujer;Unión Europea ;80468
066;Griñón;Hombre;África;111
066;Griñón;Hombre;América del Central y del Caribe;20
066;Griñón;Hombre;América del Norte;6
066;Griñón;Hombre;América del Sur;125
066;Griñón;Hombre;Apátridas;0
066;Griñón;Hombre;Asia;41
066;Griñón;Hombre;Oceanía;0
066;Griñón;Hombre;Otros países de América;0
066;Griñón;Hombre;Resto de Europa;15
066;Griñón;Hombre;Unión Europea ;4683
066;Griñón;Mujer;África;71
066;Griñón;Mujer;América del Central y del Caribe;28
066;Griñón;Mujer;América del Norte;12
066;Griñón;Mujer;América del Sur;166
066;Griñón;Mujer;Apátridas;0
066;Griñón;Mujer;Asia;46
066;Griñón;Mujer;Oceanía;2
066;Griñón;Mujer;Otros países de América;0
066;Griñón;Mujer;Resto de Europa;18
066;Griñón;Mujer;Unión Europea ;4716
067;Guadalix de la Sierra;Hombre;África;170
067;Guadalix de la Sierra;Hombre;América del Central y del Caribe;39
067;Guadalix de la Sierra;Hombre;América del Norte;3
067;Guadalix de la Sierra;Hombre;América del Sur;84
067;Guadalix de la Sierra;Hombre;Apátridas;0
067;Guadalix de la Sierra;Hombre;Asia;14
067;Guadalix de la Sierra;Hombre;Oceanía;2
067;Guadalix de la Sierra;Hombre;Otros países de América;0
067;Guadalix de la Sierra;Hombre;Resto de Europa;22
067;Guadalix de la Sierra;Hombre;Unión Europea ;2694
067;Guadalix de la Sierra;Mujer;África;138
067;Guadalix de la Sierra;Mujer;América del Central y del Caribe;64
067;Guadalix de la Sierra;Mujer;América del Norte;10
067;Guadalix de la Sierra;Mujer;América del Sur;122
067;Guadalix de la Sierra;Mujer;Apátridas;0
067;Guadalix de la Sierra;Mujer;Asia;20
067;Guadalix de la Sierra;Mujer;Oceanía;0
067;Guadalix de la Sierra;Mujer;Otros países de América;0
067;Guadalix de la Sierra;Mujer;Resto de Europa;22
067;Guadalix de la Sierra;Mujer;Unión Europea ;2645
068;Guadarrama;Hombre;África;238
068;Guadarrama;Hombre;América del Central y del Caribe;39
068;Guadarrama;Hombre;América del Norte;17
068;Guadarrama;Hombre;América del Sur;336
068;Guadarrama;Hombre;Apátridas;0
068;Guadarrama;Hombre;Asia;27
068;Guadarrama;Hombre;Oceanía;1
068;Guadarrama;Hombre;Otros países de América;0
068;Guadarrama;Hombre;Resto de Europa;43
068;Guadarrama;Hombre;Unión Europea ;6985
068;Guadarrama;Mujer;África;181
068;Guadarrama;Mujer;América del Central y del Caribe;83
068;Guadarrama;Mujer;América del Norte;26
068;Guadarrama;Mujer;América del Sur;432
068;Guadarrama;Mujer;Apátridas;0
068;Guadarrama;Mujer;Asia;37
068;Guadarrama;Mujer;Oceanía;0
068;Guadarrama;Mujer;Otros países de América;0
068;Guadarrama;Mujer;Resto de Europa;56
068;Guadarrama;Mujer;Unión Europea ;7118
069;Hiruela (La);Hombre;África;0
069;Hiruela (La);Hombre;América del Central y del Caribe;0
069;Hiruela (La);Hombre;América del Norte;0
069;Hiruela (La);Hombre;América del Sur;0
069;Hiruela (La);Hombre;Apátridas;0
069;Hiruela (La);Hombre;Asia;0
069;Hiruela (La);Hombre;Oceanía;0
069;Hiruela (La);Hombre;Otros países de América;0
069;Hiruela (La);Hombre;Resto de Europa;0
069;Hiruela (La);Hombre;Unión Europea ;33
069;Hiruela (La);Mujer;África;0
069;Hiruela (La);Mujer;América del Central y del Caribe;0
069;Hiruela (La);Mujer;América del Norte;0
069;Hiruela (La);Mujer;América del Sur;0
069;Hiruela (La);Mujer;Apátridas;0
069;Hiruela (La);Mujer;Asia;0
069;Hiruela (La);Mujer;Oceanía;0
069;Hiruela (La);Mujer;Otros países de América;0
069;Hiruela (La);Mujer;Resto de Europa;0
069;Hiruela (La);Mujer;Unión Europea ;19
070;Horcajo de la Sierra-Aoslos;Hombre;África;2
070;Horcajo de la Sierra-Aoslos;Hombre;América del Central y del Caribe;1
070;Horcajo de la Sierra-Aoslos;Hombre;América del Norte;0
070;Horcajo de la Sierra-Aoslos;Hombre;América del Sur;1
070;Horcajo de la Sierra-Aoslos;Hombre;Apátridas;0
070;Horcajo de la Sierra-Aoslos;Hombre;Asia;0
070;Horcajo de la Sierra-Aoslos;Hombre;Oceanía;0
070;Horcajo de la Sierra-Aoslos;Hombre;Otros países de América;0
070;Horcajo de la Sierra-Aoslos;Hombre;Resto de Europa;0
070;Horcajo de la Sierra-Aoslos;Hombre;Unión Europea ;74
070;Horcajo de la Sierra-Aoslos;Mujer;África;0
070;Horcajo de la Sierra-Aoslos;Mujer;América del Central y del Caribe;0
070;Horcajo de la Sierra-Aoslos;Mujer;América del Norte;0
070;Horcajo de la Sierra-Aoslos;Mujer;América del Sur;1
070;Horcajo de la Sierra-Aoslos;Mujer;Apátridas;0
070;Horcajo de la Sierra-Aoslos;Mujer;Asia;0
070;Horcajo de la Sierra-Aoslos;Mujer;Oceanía;0
070;Horcajo de la Sierra-Aoslos;Mujer;Otros países de América;0
070;Horcajo de la Sierra-Aoslos;Mujer;Resto de Europa;0
070;Horcajo de la Sierra-Aoslos;Mujer;Unión Europea ;63
071;Horcajuelo de la Sierra;Hombre;África;0
071;Horcajuelo de la Sierra;Hombre;América del Central y del Caribe;0
071;Horcajuelo de la Sierra;Hombre;América del Norte;0
071;Horcajuelo de la Sierra;Hombre;América del Sur;1
071;Horcajuelo de la Sierra;Hombre;Apátridas;0
071;Horcajuelo de la Sierra;Hombre;Asia;0
071;Horcajuelo de la Sierra;Hombre;Oceanía;0
071;Horcajuelo de la Sierra;Hombre;Otros países de América;0
071;Horcajuelo de la Sierra;Hombre;Resto de Europa;1
071;Horcajuelo de la Sierra;Hombre;Unión Europea ;41
071;Horcajuelo de la Sierra;Mujer;África;0
071;Horcajuelo de la Sierra;Mujer;América del Central y del Caribe;0
071;Horcajuelo de la Sierra;Mujer;América del Norte;0
071;Horcajuelo de la Sierra;Mujer;América del Sur;2
071;Horcajuelo de la Sierra;Mujer;Apátridas;0
071;Horcajuelo de la Sierra;Mujer;Asia;0
071;Horcajuelo de la Sierra;Mujer;Oceanía;0
071;Horcajuelo de la Sierra;Mujer;Otros países de América;0
071;Horcajuelo de la Sierra;Mujer;Resto de Europa;0
071;Horcajuelo de la Sierra;Mujer;Unión Europea ;43
072;Hoyo de Manzanares;Hombre;África;118
072;Hoyo de Manzanares;Hombre;América del Central y del Caribe;53
072;Hoyo de Manzanares;Hombre;América del Norte;30
072;Hoyo de Manzanares;Hombre;América del Sur;224
072;Hoyo de Manzanares;Hombre;Apátridas;0
072;Hoyo de Manzanares;Hombre;Asia;9
072;Hoyo de Manzanares;Hombre;Oceanía;0
072;Hoyo de Manzanares;Hombre;Otros países de América;0
072;Hoyo de Manzanares;Hombre;Resto de Europa;15
072;Hoyo de Manzanares;Hombre;Unión Europea ;3588
072;Hoyo de Manzanares;Mujer;África;83
072;Hoyo de Manzanares;Mujer;América del Central y del Caribe;67
072;Hoyo de Manzanares;Mujer;América del Norte;31
072;Hoyo de Manzanares;Mujer;América del Sur;313
072;Hoyo de Manzanares;Mujer;Apátridas;0
072;Hoyo de Manzanares;Mujer;Asia;19
072;Hoyo de Manzanares;Mujer;Oceanía;1
072;Hoyo de Manzanares;Mujer;Otros países de América;0
072;Hoyo de Manzanares;Mujer;Resto de Europa;26
072;Hoyo de Manzanares;Mujer;Unión Europea ;3453
073;Humanes de Madrid;Hombre;África;718
073;Humanes de Madrid;Hombre;América del Central y del Caribe;66
073;Humanes de Madrid;Hombre;América del Norte;6
073;Humanes de Madrid;Hombre;América del Sur;324
073;Humanes de Madrid;Hombre;Apátridas;0
073;Humanes de Madrid;Hombre;Asia;113
073;Humanes de Madrid;Hombre;Oceanía;2
073;Humanes de Madrid;Hombre;Otros países de América;0
073;Humanes de Madrid;Hombre;Resto de Europa;51
073;Humanes de Madrid;Hombre;Unión Europea ;8579
073;Humanes de Madrid;Mujer;África;525
073;Humanes de Madrid;Mujer;América del Central y del Caribe;116
073;Humanes de Madrid;Mujer;América del Norte;8
073;Humanes de Madrid;Mujer;América del Sur;388
073;Humanes de Madrid;Mujer;Apátridas;0
073;Humanes de Madrid;Mujer;Asia;98
073;Humanes de Madrid;Mujer;Oceanía;2
073;Humanes de Madrid;Mujer;Otros países de América;0
073;Humanes de Madrid;Mujer;Resto de Europa;37
073;Humanes de Madrid;Mujer;Unión Europea ;8574
074;Leganés;Hombre;África;2663
074;Leganés;Hombre;América del Central y del Caribe;729
074;Leganés;Hombre;América del Norte;91
074;Leganés;Hombre;América del Sur;4550
074;Leganés;Hombre;Apátridas;0
074;Leganés;Hombre;Asia;634
074;Leganés;Hombre;Oceanía;15
074;Leganés;Hombre;Otros países de América;0
074;Leganés;Hombre;Resto de Europa;680
074;Leganés;Hombre;Unión Europea ;81977
074;Leganés;Mujer;África;2099
074;Leganés;Mujer;América del Central y del Caribe;1103
074;Leganés;Mujer;América del Norte;94
074;Leganés;Mujer;América del Sur;5596
074;Leganés;Mujer;Apátridas;0
074;Leganés;Mujer;Asia;582
074;Leganés;Mujer;Oceanía;18
074;Leganés;Mujer;Otros países de América;0
074;Leganés;Mujer;Resto de Europa;844
074;Leganés;Mujer;Unión Europea ;86042
075;Loeches;Hombre;África;116
075;Loeches;Hombre;América del Central y del Caribe;22
075;Loeches;Hombre;América del Norte;21
075;Loeches;Hombre;América del Sur;116
075;Loeches;Hombre;Apátridas;0
075;Loeches;Hombre;Asia;21
075;Loeches;Hombre;Oceanía;2
075;Loeches;Hombre;Otros países de América;0
075;Loeches;Hombre;Resto de Europa;13
075;Loeches;Hombre;Unión Europea ;3993
075;Loeches;Mujer;África;79
075;Loeches;Mujer;América del Central y del Caribe;37
075;Loeches;Mujer;América del Norte;26
075;Loeches;Mujer;América del Sur;186
075;Loeches;Mujer;Apátridas;0
075;Loeches;Mujer;Asia;22
075;Loeches;Mujer;Oceanía;1
075;Loeches;Mujer;Otros países de América;0
075;Loeches;Mujer;Resto de Europa;11
075;Loeches;Mujer;Unión Europea ;3859
076;Lozoya;Hombre;África;1
076;Lozoya;Hombre;América del Central y del Caribe;0
076;Lozoya;Hombre;América del Norte;1
076;Lozoya;Hombre;América del Sur;1
076;Lozoya;Hombre;Apátridas;0
076;Lozoya;Hombre;Asia;0
076;Lozoya;Hombre;Oceanía;0
076;Lozoya;Hombre;Otros países de América;0
076;Lozoya;Hombre;Resto de Europa;0
076;Lozoya;Hombre;Unión Europea ;289
076;Lozoya;Mujer;África;0
076;Lozoya;Mujer;América del Central y del Caribe;1
076;Lozoya;Mujer;América del Norte;0
076;Lozoya;Mujer;América del Sur;10
076;Lozoya;Mujer;Apátridas;0
076;Lozoya;Mujer;Asia;0
076;Lozoya;Mujer;Oceanía;0
076;Lozoya;Mujer;Otros países de América;0
076;Lozoya;Mujer;Resto de Europa;2
076;Lozoya;Mujer;Unión Europea ;254
901;Lozoyuela-Navas-Sieteiglesias;Hombre;África;31
901;Lozoyuela-Navas-Sieteiglesias;Hombre;América del Central y del Caribe;7
901;Lozoyuela-Navas-Sieteiglesias;Hombre;América del Norte;2
901;Lozoyuela-Navas-Sieteiglesias;Hombre;América del Sur;9
901;Lozoyuela-Navas-Sieteiglesias;Hombre;Apátridas;0
901;Lozoyuela-Navas-Sieteiglesias;Hombre;Asia;1
901;Lozoyuela-Navas-Sieteiglesias;Hombre;Oceanía;0
901;Lozoyuela-Navas-Sieteiglesias;Hombre;Otros países de América;0
901;Lozoyuela-Navas-Sieteiglesias;Hombre;Resto de Europa;0
901;Lozoyuela-Navas-Sieteiglesias;Hombre;Unión Europea ;599
901;Lozoyuela-Navas-Sieteiglesias;Mujer;África;14
901;Lozoyuela-Navas-Sieteiglesias;Mujer;América del Central y del Caribe;5
901;Lozoyuela-Navas-Sieteiglesias;Mujer;América del Norte;1
901;Lozoyuela-Navas-Sieteiglesias;Mujer;América del Sur;9
901;Lozoyuela-Navas-Sieteiglesias;Mujer;Apátridas;0
901;Lozoyuela-Navas-Sieteiglesias;Mujer;Asia;1
901;Lozoyuela-Navas-Sieteiglesias;Mujer;Oceanía;0
901;Lozoyuela-Navas-Sieteiglesias;Mujer;Otros países de América;0
901;Lozoyuela-Navas-Sieteiglesias;Mujer;Resto de Europa;0
901;Lozoyuela-Navas-Sieteiglesias;Mujer;Unión Europea ;558
078;Madarcos;Hombre;África;0
078;Madarcos;Hombre;América del Central y del Caribe;0
078;Madarcos;Hombre;América del Norte;0
078;Madarcos;Hombre;América del Sur;1
078;Madarcos;Hombre;Apátridas;0
078;Madarcos;Hombre;Asia;0
078;Madarcos;Hombre;Oceanía;0
078;Madarcos;Hombre;Otros países de América;0
078;Madarcos;Hombre;Resto de Europa;0
078;Madarcos;Hombre;Unión Europea ;28
078;Madarcos;Mujer;África;0
078;Madarcos;Mujer;América del Central y del Caribe;0
078;Madarcos;Mujer;América del Norte;0
078;Madarcos;Mujer;América del Sur;1
078;Madarcos;Mujer;Apátridas;0
078;Madarcos;Mujer;Asia;0
078;Madarcos;Mujer;Oceanía;0
078;Madarcos;Mujer;Otros países de América;0
078;Madarcos;Mujer;Resto de Europa;0
078;Madarcos;Mujer;Unión Europea ;16
079;Madrid;Hombre;África;26061
079;Madrid;Hombre;América del Central y del Caribe;30540
079;Madrid;Hombre;América del Norte;8665
079;Madrid;Hombre;América del Sur;129800
079;Madrid;Hombre;Apátridas;0
079;Madrid;Hombre;Asia;32011
079;Madrid;Hombre;Oceanía;403
079;Madrid;Hombre;Otros países de América;1
079;Madrid;Hombre;Resto de Europa;8364
079;Madrid;Hombre;Unión Europea ;1244702
079;Madrid;Mujer;África;21315
079;Madrid;Mujer;América del Central y del Caribe;49269
079;Madrid;Mujer;América del Norte;11070
079;Madrid;Mujer;América del Sur;171579
079;Madrid;Mujer;Apátridas;0
079;Madrid;Mujer;Asia;34391
079;Madrid;Mujer;Oceanía;423
079;Madrid;Mujer;Otros países de América;0
079;Madrid;Mujer;Resto de Europa;12752
079;Madrid;Mujer;Unión Europea ;1401512
080;Majadahonda;Hombre;África;450
080;Majadahonda;Hombre;América del Central y del Caribe;394
080;Majadahonda;Hombre;América del Norte;291
080;Majadahonda;Hombre;América del Sur;2855
080;Majadahonda;Hombre;Apátridas;0
080;Majadahonda;Hombre;Asia;322
080;Majadahonda;Hombre;Oceanía;9
080;Majadahonda;Hombre;Otros países de América;0
080;Majadahonda;Hombre;Resto de Europa;103
080;Majadahonda;Hombre;Unión Europea ;29385
080;Majadahonda;Mujer;África;400
080;Majadahonda;Mujer;América del Central y del Caribe;976
080;Majadahonda;Mujer;América del Norte;414
080;Majadahonda;Mujer;América del Sur;4058
080;Majadahonda;Mujer;Apátridas;0
080;Majadahonda;Mujer;Asia;467
080;Majadahonda;Mujer;Oceanía;7
080;Majadahonda;Mujer;Otros países de América;1
080;Majadahonda;Mujer;Resto de Europa;199
080;Majadahonda;Mujer;Unión Europea ;30965
082;Manzanares el Real;Hombre;África;102
082;Manzanares el Real;Hombre;América del Central y del Caribe;23
082;Manzanares el Real;Hombre;América del Norte;18
082;Manzanares el Real;Hombre;América del Sur;222
082;Manzanares el Real;Hombre;Apátridas;0
082;Manzanares el Real;Hombre;Asia;21
082;Manzanares el Real;Hombre;Oceanía;1
082;Manzanares el Real;Hombre;Otros países de América;0
082;Manzanares el Real;Hombre;Resto de Europa;31
082;Manzanares el Real;Hombre;Unión Europea ;3890
082;Manzanares el Real;Mujer;África;74
082;Manzanares el Real;Mujer;América del Central y del Caribe;30
082;Manzanares el Real;Mujer;América del Norte;22
082;Manzanares el Real;Mujer;América del Sur;263
082;Manzanares el Real;Mujer;Apátridas;0
082;Manzanares el Real;Mujer;Asia;19
082;Manzanares el Real;Mujer;Oceanía;1
082;Manzanares el Real;Mujer;Otros países de América;0
082;Manzanares el Real;Mujer;Resto de Europa;46
082;Manzanares el Real;Mujer;Unión Europea ;3737
083;Meco;Hombre;África;88
083;Meco;Hombre;América del Central y del Caribe;40
083;Meco;Hombre;América del Norte;15
083;Meco;Hombre;América del Sur;226
083;Meco;Hombre;Apátridas;0
083;Meco;Hombre;Asia;42
083;Meco;Hombre;Oceanía;0
083;Meco;Hombre;Otros países de América;0
083;Meco;Hombre;Resto de Europa;41
083;Meco;Hombre;Unión Europea ;6407
083;Meco;Mujer;África;81
083;Meco;Mujer;América del Central y del Caribe;49
083;Meco;Mujer;América del Norte;17
083;Meco;Mujer;América del Sur;281
083;Meco;Mujer;Apátridas;0
083;Meco;Mujer;Asia;43
083;Meco;Mujer;Oceanía;0
083;Meco;Mujer;Otros países de América;0
083;Meco;Mujer;Resto de Europa;45
083;Meco;Mujer;Unión Europea ;6193
084;Mejorada del Campo;Hombre;África;138
084;Mejorada del Campo;Hombre;América del Central y del Caribe;55
084;Mejorada del Campo;Hombre;América del Norte;15
084;Mejorada del Campo;Hombre;América del Sur;318
084;Mejorada del Campo;Hombre;Apátridas;0
084;Mejorada del Campo;Hombre;Asia;53
084;Mejorada del Campo;Hombre;Oceanía;2
084;Mejorada del Campo;Hombre;Otros países de América;0
084;Mejorada del Campo;Hombre;Resto de Europa;29
084;Mejorada del Campo;Hombre;Unión Europea ;10835
084;Mejorada del Campo;Mujer;África;125
084;Mejorada del Campo;Mujer;América del Central y del Caribe;100
084;Mejorada del Campo;Mujer;América del Norte;13
084;Mejorada del Campo;Mujer;América del Sur;398
084;Mejorada del Campo;Mujer;Apátridas;0
084;Mejorada del Campo;Mujer;Asia;48
084;Mejorada del Campo;Mujer;Oceanía;2
084;Mejorada del Campo;Mujer;Otros países de América;0
084;Mejorada del Campo;Mujer;Resto de Europa;29
084;Mejorada del Campo;Mujer;Unión Europea ;10788
085;Miraflores de la Sierra;Hombre;África;179
085;Miraflores de la Sierra;Hombre;América del Central y del Caribe;29
085;Miraflores de la Sierra;Hombre;América del Norte;6
085;Miraflores de la Sierra;Hombre;América del Sur;131
085;Miraflores de la Sierra;Hombre;Apátridas;0
085;Miraflores de la Sierra;Hombre;Asia;7
085;Miraflores de la Sierra;Hombre;Oceanía;2
085;Miraflores de la Sierra;Hombre;Otros países de América;0
085;Miraflores de la Sierra;Hombre;Resto de Europa;22
085;Miraflores de la Sierra;Hombre;Unión Europea ;2621
085;Miraflores de la Sierra;Mujer;África;118
085;Miraflores de la Sierra;Mujer;América del Central y del Caribe;46
085;Miraflores de la Sierra;Mujer;América del Norte;5
085;Miraflores de la Sierra;Mujer;América del Sur;175
085;Miraflores de la Sierra;Mujer;Apátridas;0
085;Miraflores de la Sierra;Mujer;Asia;9
085;Miraflores de la Sierra;Mujer;Oceanía;2
085;Miraflores de la Sierra;Mujer;Otros países de América;0
085;Miraflores de la Sierra;Mujer;Resto de Europa;23
085;Miraflores de la Sierra;Mujer;Unión Europea ;2442
086;Molar (El);Hombre;África;175
086;Molar (El);Hombre;América del Central y del Caribe;71
086;Molar (El);Hombre;América del Norte;7
086;Molar (El);Hombre;América del Sur;289
086;Molar (El);Hombre;Apátridas;0
086;Molar (El);Hombre;Asia;44
086;Molar (El);Hombre;Oceanía;1
086;Molar (El);Hombre;Otros países de América;0
086;Molar (El);Hombre;Resto de Europa;43
086;Molar (El);Hombre;Unión Europea ;3649
086;Molar (El);Mujer;África;139
086;Molar (El);Mujer;América del Central y del Caribe;105
086;Molar (El);Mujer;América del Norte;14
086;Molar (El);Mujer;América del Sur;371
086;Molar (El);Mujer;Apátridas;0
086;Molar (El);Mujer;Asia;29
086;Molar (El);Mujer;Oceanía;0
086;Molar (El);Mujer;Otros países de América;0
086;Molar (El);Mujer;Resto de Europa;63
086;Molar (El);Mujer;Unión Europea ;3491
087;Molinos (Los);Hombre;África;63
087;Molinos (Los);Hombre;América del Central y del Caribe;7
087;Molinos (Los);Hombre;América del Norte;4
087;Molinos (Los);Hombre;América del Sur;74
087;Molinos (Los);Hombre;Apátridas;0
087;Molinos (Los);Hombre;Asia;8
087;Molinos (Los);Hombre;Oceanía;0
087;Molinos (Los);Hombre;Otros países de América;0
087;Molinos (Los);Hombre;Resto de Europa;4
087;Molinos (Los);Hombre;Unión Europea ;1985
087;Molinos (Los);Mujer;África;48
087;Molinos (Los);Mujer;América del Central y del Caribe;9
087;Molinos (Los);Mujer;América del Norte;10
087;Molinos (Los);Mujer;América del Sur;93
087;Molinos (Los);Mujer;Apátridas;0
087;Molinos (Los);Mujer;Asia;10
087;Molinos (Los);Mujer;Oceanía;0
087;Molinos (Los);Mujer;Otros países de América;0
087;Molinos (Los);Mujer;Resto de Europa;7
087;Molinos (Los);Mujer;Unión Europea ;2023
088;Montejo de la Sierra;Hombre;África;5
088;Montejo de la Sierra;Hombre;América del Central y del Caribe;0
088;Montejo de la Sierra;Hombre;América del Norte;0
088;Montejo de la Sierra;Hombre;América del Sur;7
088;Montejo de la Sierra;Hombre;Apátridas;0
088;Montejo de la Sierra;Hombre;Asia;0
088;Montejo de la Sierra;Hombre;Oceanía;0
